,CED,Family1Child,Family2Children,Family3Children,Family4Children,Family5Children,Family6PlusChildren,FamilyChildrenNA,HHInc_Negative,HHInc_Nil,HHInc_1_149,HHInc_150_299,HHInc_300_399,HHInc_400_499,HHInc_500_649,HHInc_650_799,HHInc_800_999,HHInc_1000_1249,HHInc_1250_1499,HHInc_1500_1749,HHInc_1750_1999,HHInc_2000_2499,HHInc_2500_2999,HHInc_3000_3499,HHInc_3500_3999,HHInc_4000_4499,HHInc_4500_4999,HHInc_5000_5999,HHInc_6000_7999,HHInc_8000_Plus,HHInc_Partial,HHInc_All_incomes_not_stated,HHInc_NA,HHTotal,Rent_Nil,Rent_1_74,Rent_75_99,Rent_100_124,Rent_125_149,Rent_150_174,Rent_175_199,Rent_200_224,Rent_225_249,Rent_250_274,Rent_275_299,Rent_300_324,Rent_325_349,Rent_350_374,Rent_375_399,Rent_400_424,Rent_425_449,Rent_450_549,Rent_550_649,Rent_650_749,Rent_750_849,Rent_850_949,Rent_950_Plus,Rent_Not_stated,Rent_Not_applicable,Age_0_4,Age_5_9,Age_10_14,Age_15_19,Age_20_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_64,Age_65_69,Age_70_74,Age_75_79,Age_80_84,Age_85_89,Age_90_94,Age_95_99,Age_100_Plus,NeverMarried,Widowed,Divorced,Separated,Married,MaritalStatusNA,Male,Female,Population,Ed_Postgraduate_Degree,Ed_Graduate_Diploma_and_Graduate_Certificate,Ed_Bachelor_Degree,Ed_Advanced_Diploma_and_Diploma,Ed_Certificate_III_IV,Ed_Secondary_Education_Years_10_and_above,Ed_Certificate_I_II,Ed_Secondary_Education_Years_9_and_below,Ed_Supplementary_Codes,Ed_Not_stated,Ed_Not_applicable,LabourForceStatus_Employed_worked_FT,LabourForceStatus_Employed_worked_PT,LabourForceStatus_Employed_away_from_work,LabourForceStatus_Unemployed_looking_for_FT,LabourForceStatus_Unemployed_looking_for_PT,LabourForceStatus_Not_in_the_labour_force,LabourForceStatus_Not_stated,LabourForceStatus_Not_applicable,State,Enrolment,Turnout,WinningParty,ALP,LP,LNP,NP,GRN,IND,AAPP,ADVP,AEQ,AFN,AJP,ALA,ARF,ARTS,ASP,ASXP,AUC,AUP,BTA,CDP,CEC,CLP,CM,CRNT,CYA,CYC,DHJP,DLP,DRF,FFP,FUT,GLT,HMP,KAP,LDP,MAP,NCP,None,ODR,ON,PIR,PUP,REP,RUA,SAL,SEP,SMK,SOL,SPP,VEP,XEN
123,Sturt,10195,10032,3047,580,93,42,39498,142,865,461,1294,1887,4434,2767,4311,4127,5010,4093,3310,3129,5637,3487,2410,1952,983,995,906,750,110,4023,1198,7242,65521,452,191,559,815,384,564,416,651,669,1429,1247,1868,1116,1431,817,828,313,875,280,113,61,25,48,509,49873,7905,8319,8276,9187,9293,9210,9592,9413,9787,10328,9631,9038,8112,8183,6950,5888,4492,3374,1722,412,47,39147,8711,10304,2986,63514,24497,71450,77709,149159,8823,3328,25482,11433,14677,38279,57,9482,4285,8816,24497,39181,25583,3066,2580,2443,46812,4997,24497,SA,104742,93032,LP,41034,51998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Wakefield,11403,9912,4195,1400,432,244,41431,167,506,481,1770,2435,5323,3689,5975,5300,5942,4997,3748,3405,5363,2770,1525,916,397,302,205,176,31,4219,1739,8755,70136,466,363,800,1143,606,1034,1115,2104,1928,3041,2122,1995,684,555,175,179,30,150,44,14,19,7,32,654,50892,12245,12185,11004,11019,11492,11372,11220,9730,10308,11155,11599,10853,9073,7831,6020,4546,3351,2079,883,217,25,48334,7555,12728,5520,58625,35445,83651,84556,168207,1404,1165,8236,9328,26439,53125,231,13770,4797,14267,35445,39831,23488,4003,4860,2607,49608,8365,35445,SA,112251,95933,ALP,58494,37439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Brand,11080,10858,4175,1210,276,131,35890,121,681,310,1031,1334,3131,2277,3580,3297,4220,3859,3521,3339,6640,3957,2397,1934,986,829,645,333,52,6141,1193,10425,66236,306,80,104,398,217,402,216,480,375,1004,739,1690,1058,2227,1412,1763,507,990,155,42,21,7,40,380,51629,12804,12806,10980,10507,11387,12545,13266,11536,11621,11416,10431,8625,7101,6192,4826,3550,2400,1398,485,145,4,45361,5108,10999,4815,61143,36599,81996,82029,164025,2118,1529,10999,10938,28494,46821,82,7377,3874,15194,36599,45360,21939,4337,5199,2770,38125,9696,36599,WA,98025,81718,ALP,50202,31516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Burt,12443,11619,4194,1261,368,164,34798,132,752,382,1030,1159,2942,2125,3523,3490,4619,4462,3795,3423,6920,4200,2567,1950,1015,818,644,354,44,5046,1142,7761,64283,324,97,131,380,223,370,254,391,227,656,609,1664,923,1647,877,1277,455,1637,267,49,19,5,38,395,51377,13441,12459,10908,10903,11637,13299,14804,13213,11645,11037,10282,8798,8064,6706,4419,3255,2074,1224,482,127,6,45513,5033,10090,4226,67113,36808,84529,84254,168783,4750,1730,16798,11534,23424,48446,119,8152,4730,12292,36808,48393,24417,4146,4971,3053,39721,7274,36808,WA,99474,84358,ALP,48177,36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Canning,9037,8604,3298,980,242,95,37403,151,702,409,1031,1463,3836,2442,4349,3323,4087,3451,2744,2769,5274,3173,1955,1855,967,838,644,441,74,5491,1479,14329,67286,472,72,109,357,182,493,281,565,369,855,715,1489,782,1475,813,1046,295,781,197,55,19,7,40,329,55488,9135,9838,9150,8883,8056,8165,8811,8359,9243,9866,9876,9346,9004,9189,7136,5523,3456,1993,792,179,16,35063,6283,11176,4337,61039,28118,72128,73888,146016,1748,1437,9635,10022,25604,43716,93,8605,3774,13264,28118,36012,20429,3932,4045,2137,43291,8052,28118,WA,98894,84494,LP,36507,47987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Cowan,10413,10984,3818,1078,323,189,28435,116,509,318,835,997,2579,1739,2969,2831,3785,3593,3164,3147,6063,3919,2519,1775,944,752,574,342,34,4484,983,5298,54266,304,81,87,455,163,293,151,223,108,227,171,689,421,1126,727,1315,464,1849,335,62,17,17,16,319,44638,10598,10744,9992,10285,9725,10000,11370,10798,10612,10595,9655,8610,7136,6308,4256,3033,1963,1204,518,122,13,39050,4799,9157,3607,59593,31331,73347,74190,147537,2581,1566,13730,10175,21380,44180,95,7950,4990,9559,31331,42416,23480,3802,3851,2460,34566,5631,31331,WA,96213,81496,ALP,41301,40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Curtin,8029,8924,3373,555,69,16,39227,128,855,426,970,1268,2451,1870,2239,2365,3172,2860,2488,2499,5033,2996,2366,4041,2171,2271,2564,2679,401,4959,1142,10472,64691,580,129,175,721,220,350,213,422,335,752,611,1210,601,978,617,1182,477,2703,1593,934,688,396,910,422,47469,7402,8567,9087,9048,9932,10993,10473,9281,9464,9968,9100,8496,7663,6774,5502,4297,3226,2268,1195,329,27,43692,5807,9363,2588,56579,25063,69526,73566,143092,12575,4436,35017,10691,8940,28586,27,3892,3045,10820,25063,41375,24914,3049,2211,2357,36168,7955,25063,WA,97534,85764,LP,25133,60631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Durack,9160,8602,3926,1252,308,193,54962,217,815,578,1459,1773,3605,2403,4426,3846,4854,4226,3356,3619,7349,3879,2835,3217,1327,1522,1153,1018,165,5727,3749,23650,90783,3026,3626,1146,2336,1126,1543,1178,1721,831,1651,901,1713,557,1123,422,871,167,1312,687,485,314,160,454,2457,60991,13213,13316,11058,9295,10185,14815,16162,14041,13731,13493,13063,11818,9387,6909,4658,3033,1939,1093,416,118,19,57715,4867,11773,5299,64521,37587,98699,83063,181762,2062,1802,12294,9675,29887,48857,136,9750,4125,25587,37587,58590,19302,6326,4045,1645,35925,18342,37587,WA,97294,76689,LP,29866,46823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Forrest,8868,9027,3438,862,181,69,37851,134,572,392,1066,1540,3569,2502,4203,3645,4093,3759,3093,3075,5527,3344,2096,1605,740,738,530,388,61,5409,1447,15378,68904,650,134,139,703,297,693,386,710,387,1017,759,1755,979,1641,1014,1262,408,864,133,35,19,11,63,469,54385,9578,10626,10251,9157,6748,7936,9263,9550,10334,10594,10010,9972,9183,8609,6073,4314,2832,1777,784,168,11,35984,5813,10910,4050,60566,30447,72883,74887,147770,1893,1839,12241,9801,24878,41022,62,8024,3809,13754,30447,37456,23997,4430,3012,1884,37766,8778,30447,WA,100262,84691,LP,31710,52981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Fremantle,10315,9977,3125,637,130,51,37728,125,644,362,1208,1469,3052,1956,3003,2885,3678,3384,3049,3080,6166,4176,2878,2744,1373,1247,1153,790,90,5143,1226,9973,64846,415,188,229,889,321,485,273,404,199,479,351,941,566,1335,922,1674,637,2637,805,310,164,84,114,473,49964,9968,9494,8309,8461,9128,11056,12354,11577,11056,10895,9824,8965,7701,6565,4585,3570,2682,1670,695,174,12,43897,5398,10833,3657,57192,27764,72860,75881,148741,5768,2994,20650,11152,20037,36593,44,7574,4064,12101,27764,45161,24239,3978,3522,2338,33199,8540,27764,WA,99550,84876,ALP,48821,36055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Hasluck,9743,9053,3308,904,215,117,33858,124,586,362,960,1185,2940,1930,3258,3077,4014,3579,3084,2912,5691,3562,2208,1911,988,865,721,475,87,4823,1134,7373,57864,399,98,89,405,243,363,191,306,159,414,405,1121,638,1411,836,1041,320,1084,221,69,29,16,30,355,47608,8913,9259,8915,9290,9031,9282,10128,9552,9946,10338,9892,9096,8125,7665,5365,3870,2635,1533,613,169,8,39065,5314,10286,4021,57849,27090,72880,70745,143625,3352,2016,13830,10606,21627,40393,65,7439,4116,13091,27090,40487,21605,3737,3691,2128,37612,7275,27090,WA,95334,81251,LP,38957,42294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Moore,9365,11297,3727,693,100,40,28345,92,507,288,626,728,1962,1455,2390,2430,3130,2840,2574,2585,5744,4166,2944,2818,1750,1661,1399,887,133,4985,815,5635,54543,225,40,43,121,78,130,116,143,54,141,92,401,227,815,697,1205,472,1898,733,367,182,74,81,196,46020,7903,9577,9478,9994,9200,7487,7998,8702,10140,10964,10768,10304,8876,7528,4514,2826,2057,1261,549,123,13,34967,4210,8117,2878,63130,26960,69541,70721,140262,4411,2797,19695,12551,20487,37547,45,4552,3702,7515,26960,42537,26093,3655,2870,2438,31141,4568,26960,WA,99887,87545,LP,34129,53416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,O'Connor,8587,7884,3545,1092,234,95,44260,159,588,487,1300,1883,4241,2604,4456,3706,4576,3986,3148,3239,5792,3328,2105,1817,772,823,552,537,74,4939,2192,17960,75247,1754,614,380,1185,675,1318,913,1519,815,1570,895,1600,604,954,424,535,158,487,142,38,21,11,49,862,57735,10028,10887,10133,9204,7823,9360,9818,9244,10105,10978,11305,11424,10110,9048,6412,4621,3031,1816,762,198,12,41259,6584,11197,4668,61565,31046,79760,76559,156319,1747,1664,10392,8780,23773,45995,109,10289,3877,18647,31046,43204,21476,4916,2874,1348,39161,12294,31046,WA,101778,86934,LP,30391,56543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Pearce,11985,12638,4677,1359,275,187,38146,145,654,410,941,1126,2740,2154,3522,3417,4475,4425,3870,3846,7849,4730,2844,2300,1118,952,760,435,66,6589,1182,12435,72972,506,95,93,327,192,349,240,458,214,510,396,1247,812,1860,1212,1770,574,1513,402,123,50,25,61,350,59592,14398,14198,13067,12246,11766,13893,14339,12822,13542,13375,11534,9420,7776,7142,4963,3483,2116,1131,437,114,4,48243,4498,11195,5066,71110,41654,89971,91795,181766,2781,1798,13781,13413,29550,50713,80,7176,4648,16172,41654,52942,26501,5046,4607,2898,37665,10453,41654,WA,104392,87032,LP,40360,46672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Perth,9289,7606,2154,413,98,31,49162,168,1025,476,1358,1705,3310,2169,3191,3276,4118,3778,3427,3236,6882,3851,2876,3535,1517,1610,1446,1259,104,4814,1383,13818,74330,545,176,263,848,326,566,304,649,415,995,812,1700,927,1925,1307,2230,906,4328,1722,623,311,140,212,633,51452,8159,7196,6090,6790,11078,16448,16471,12216,10401,9828,9215,8625,7736,6568,4611,3642,2720,2030,1018,220,27,54615,5870,11159,3579,54419,21447,75453,75636,151089,8610,3701,29283,12057,15863,34738,53,6465,4048,14824,21447,50263,24188,3835,3636,2543,33922,11255,21447,WA,98714,83631,ALP,44602,39029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Stirling,10079,8716,2732,581,173,93,41921,155,744,446,1158,1734,3639,2460,3683,3586,4567,4083,3386,3115,6024,3469,2479,2376,1246,1239,1057,842,105,4464,1328,9819,67215,477,189,191,891,353,533,294,473,282,771,665,1969,1171,2348,1520,1994,527,1899,696,382,152,69,92,555,48731,9593,8419,7334,7428,9359,13401,14176,10998,10206,9408,8696,8196,7469,6892,5376,4505,3347,2113,871,202,4,43966,6196,10868,3599,58024,25340,72602,75391,147993,5738,2741,23064,11989,16814,37357,86,8102,5040,11722,25340,43569,24026,3578,3554,2442,37518,7966,25340,WA,98571,82891,LP,36371,46520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Swan,9966,7955,2454,605,133,91,50135,186,1211,560,1491,1810,3686,2426,3427,3608,4788,4074,3601,3417,6630,3834,2764,2873,1285,1254,1180,907,114,5041,1355,13606,75134,622,285,314,1276,568,807,421,683,429,871,761,2012,1189,2606,1762,2732,999,3693,1040,418,210,114,163,744,50418,9806,8197,7030,8615,15575,17875,16656,12504,10255,9668,8953,8653,7712,6608,4673,3815,2863,2249,1178,292,22,57306,6612,11817,3976,58455,25033,82152,81047,163199,8785,3171,27500,12562,17247,41355,83,6859,4412,16192,25033,48886,25615,4024,4367,3398,39973,11903,25033,WA,97268,81402,LP,37777,43625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Tangney,8956,10188,3321,645,107,36,30526,97,741,387,841,1009,2558,1793,2613,2524,3304,2891,2496,2429,4985,3350,2437,2717,1658,1651,1493,1173,195,4399,937,6289,54962,429,69,88,374,163,224,105,229,99,246,166,573,393,869,617,1156,454,2147,884,363,170,93,176,293,44580,6641,8438,8905,9729,9188,7608,7478,8140,9180,9604,9249,9026,8613,7597,5343,4102,3215,2421,1227,314,17,34816,6095,7632,2449,61063,23980,66123,69912,136035,7620,3310,25549,11317,13100,33727,36,5464,3720,8212,23980,37189,23920,2859,2674,2566,37829,5018,23980,WA,94025,83565,LP,32536,51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Bass,6393,5542,2068,590,135,63,29263,82,411,288,1301,1651,3884,2513,3947,3235,3649,3011,2320,2035,3284,1822,960,685,287,284,257,179,30,2606,1105,7589,47431,373,302,416,676,621,1080,1108,1615,923,1398,919,1054,404,389,152,178,49,135,33,16,3,3,20,383,35182,5776,6307,6000,6571,6996,5894,5914,5656,6249,6850,6816,6896,6366,6026,4735,3385,2402,1646,743,147,14,28932,5583,8308,2822,37664,18080,49290,52099,101389,2164,1233,9135,5941,14639,29570,97,8615,2658,9257,18080,24228,16226,2504,2141,1517,31052,5641,18080,TAS,73555,66175,ALP,37119,29056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Braddon,6199,5118,2026,588,151,70,28701,74,324,291,1158,1730,4331,2457,4148,3297,3573,2999,2116,1973,2984,1556,814,564,242,204,113,157,20,2626,1314,7720,46781,493,338,423,822,665,1108,1051,1738,1074,1462,636,510,124,161,45,53,7,38,12,12,8,0,12,416,35575,5462,6114,5867,6006,5187,4999,5095,5085,5734,6554,6996,7215,6756,6479,4975,3686,2558,1478,662,142,8,25108,5774,8210,3069,37455,17442,47254,49804,97058,1026,905,5615,5451,15988,28426,110,10431,2320,9344,17442,22223,14613,2552,2160,1162,31922,4984,17442,TAS,72529,64672,ALP,33759,30913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Denison,6688,5411,1866,473,126,56,30926,82,453,305,1085,1521,3286,2395,3140,3090,3680,3177,2457,2201,3745,2153,1396,1166,517,510,516,363,38,2815,1010,6165,47255,295,214,454,807,467,776,745,1136,800,1403,1109,1444,677,849,455,481,209,731,251,79,34,9,31,353,33427,5371,5827,5605,6279,7691,7633,6882,6152,6546,6723,6811,6987,6228,5520,4110,3133,2377,1674,822,184,19,34076,5256,8737,2797,34907,16801,49819,52755,102574,5731,2470,14748,6463,11845,26825,85,6762,2499,8345,16801,26121,17666,2481,1758,1754,30559,5434,16801,TAS,73963,66654,IND,21478,0,0,0,0,45176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Franklin,6838,6412,2281,612,131,58,27595,66,273,249,804,1271,3104,2129,3316,3146,3713,3171,2595,2293,4119,2420,1451,978,435,389,300,201,36,2809,965,6553,46774,337,137,248,429,241,428,377,627,491,952,765,1070,532,668,341,310,95,250,51,23,4,0,14,238,38144,6222,6770,6402,6112,5074,5322,6158,6162,6753,7182,7114,7750,7145,6820,4943,3691,2430,1533,683,162,18,26572,5089,8782,2736,41866,19401,50824,53622,104446,3189,1978,11421,7666,15186,27839,63,6893,2734,8076,19401,26265,17502,2626,1427,1160,31868,4197,19401,TAS,76784,69607,ALP,42264,27343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Lyons,6432,5405,2101,655,143,87,30111,86,338,327,1166,1718,4190,2485,4421,3604,3808,3187,2259,1995,2953,1546,743,558,200,176,112,142,25,2926,1358,13953,54259,722,271,273,571,351,775,813,1297,769,1127,587,586,167,229,76,60,14,43,19,8,8,6,21,375,45097,5595,6472,6339,6045,4816,4737,5182,5188,6143,7127,7726,8478,8222,8043,5640,3711,2218,1235,474,111,7,26305,5243,9098,3184,41272,18407,51720,51789,103509,1262,923,5928,5913,16466,30467,94,10537,2559,10953,18407,22813,15492,2976,2066,1126,34303,6326,18407,TAS,76639,68515,ALP,35838,32677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Lingiari,6250,5341,2540,1057,389,311,28181,76,336,313,721,702,1421,1001,1830,2025,2526,2414,1917,1981,3744,2302,1621,1385,662,629,540,420,56,3089,2243,10064,44021,2232,3511,1142,883,429,566,376,500,304,452,216,479,170,420,236,465,166,1010,459,209,109,30,104,1807,27756,8814,9114,8365,7810,8324,9800,9758,8450,8132,8496,7842,6703,5308,3528,2050,1092,572,276,83,23,3,36960,3146,5943,3176,39018,26300,60049,54494,114543,1876,1326,6882,4970,13196,24932,273,10753,3366,20672,26297,30372,9028,3308,3561,1085,27942,12947,26300,NT,63131,42875,ALP,25048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Solomon,7251,6240,2337,710,165,77,30200,66,292,156,445,757,1138,845,1247,1482,2223,2299,2204,2351,5122,3255,2579,2805,1226,1225,1322,870,137,3616,1214,8561,47443,534,522,517,434,247,276,200,345,517,725,271,842,479,1058,621,1243,447,3597,2311,1209,532,245,317,933,29014,8886,7768,6751,6324,8264,11830,11561,9565,8417,7891,6979,6159,5030,3783,2215,1423,702,398,135,35,0,38443,2468,7378,2827,39594,23406,58525,55591,114116,4407,2190,13946,7862,16352,26127,87,4722,2666,12351,23406,44008,12597,3830,1912,1078,17769,9516,23406,NT,69998,54585,ALP,30566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Canberra,12664,12200,4023,929,194,84,50027,98,593,367,937,1395,2541,1966,2747,3251,4389,4608,4316,4036,9261,5657,4596,4921,2355,2731,2370,2264,229,5356,1182,10744,82912,479,387,752,1032,491,605,366,551,406,627,437,1000,752,1586,1377,2226,1109,4002,1521,578,292,173,249,680,61225,11527,11709,10872,12977,14656,14736,14447,13100,13156,13482,13520,12603,10708,9617,6918,4901,3368,2290,1151,271,33,60036,7164,13548,4251,76933,34110,96423,99619,196042,16100,6687,34950,14947,17747,45748,84,7438,4584,13647,34110,67432,27611,5838,2293,2520,46356,9882,34110,ACT,143231,128720,ALP,75247,53473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Fenner,13413,13518,4153,958,188,98,49592,94,680,362,957,1357,2353,2017,2769,3258,4798,5017,4853,4278,9706,6528,5028,4746,2262,2484,1880,1468,130,5216,971,8669,81872,471,304,646,989,507,601,424,564,513,695,582,1846,1414,2292,1887,2469,1222,4362,1538,459,161,61,126,699,57041,15367,13846,11500,11607,16768,17793,19226,17164,15162,13211,11040,9897,8563,7799,5354,3700,2512,1539,742,151,13,62513,5485,11933,3935,78381,40707,100045,102909,202954,18722,6742,36843,14943,17739,44027,92,7195,4467,11477,40707,70199,29725,5730,2580,2794,42531,8688,40707,ACT,138814,124022,ALP,79242,44780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
